review_id,product_id,user_id,rating,review_text,helpful_votes,review_time
R000020,P00682,U01435,4,屏幕观感不错；办公效率高、轻便易携带、游戏体验稳定方面体验较突出。,170,2024-11-06T09:00:00+10:00
R000021,P00316,U00808,4,连接稳定；音质和降噪好、轻便易携带、性能流畅方面体验较突出。,79,2025-01-12T09:00:00+10:00
R000022,P00012,U01454,5,性价比可以；续航持久、办公效率高、轻便易携带方面体验较突出。,79,2025-11-01T09:00:00+10:00
R000023,P00224,U00797,5,续航表现符合预期；性能流畅、拍照清晰、续航持久方面体验较突出。,121,2026-03-11T09:00:00+10:00
R000024,P00435,U02289,4,续航表现符合预期；品质可靠、轻便易携带、音质和降噪好方面体验较突出。,124,2025-02-08T09:00:00+10:00
R000025,P00440,U00619,5,日常使用很流畅；品质可靠、连接稳定、轻便易携带方面体验较突出。,179,2024-11-11T09:00:00+10:00
R000026,P00449,U01390,5,日常使用很流畅；续航持久、轻便易携带、音质和降噪好方面体验较突出。,171,2024-10-16T09:00:00+10:00
R000027,P00315,U00111,5,屏幕观感不错；屏幕素质好、轻便易携带、音质和降噪好方面体验较突出。,130,2024-11-01T09:00:00+10:00
R000028,P00434,U00236,4,日常使用很流畅；续航持久、品质可靠、轻便易携带方面体验较突出。,158,2025-01-09T09:00:00+10:00
R000029,P00529,U00820,4,日常使用很流畅；品质可靠、屏幕素质好、办公效率高方面体验较突出。,144,2024-12-09T09:00:00+10:00
R000030,P00667,U02316,3,适合特定场景，购买前建议对比；品质可靠、办公效率高、游戏体验稳定方面体验较突出。,173,2026-03-06T09:00:00+10:00
R000031,P00607,U00208,5,做工扎实；游戏体验稳定、连接稳定、办公效率高方面体验较突出。,95,2026-03-07T09:00:00+10:00
R000032,P00136,U00583,5,性价比可以；轻便易携带、拍照清晰、连接稳定方面体验较突出。,138,2026-08-26T09:00:00+10:00
R000033,P00284,U01721,5,日常使用很流畅；轻便易携带、性能流畅、屏幕素质好方面体验较突出。,54,2026-06-29T09:00:00+10:00
R000034,P00331,U01111,4,性价比可以；轻便易携带、音质和降噪好、续航持久方面体验较突出。,45,2024-10-03T09:00:00+10:00
R000035,P00157,U01221,5,做工扎实；性能流畅、屏幕素质好、连接稳定方面体验较突出。,77,2024-09-12T09:00:00+10:00
R000036,P00544,U02026,3,整体满意，但仍有提升空间；游戏体验稳定、办公效率高、连接稳定方面体验较突出。,112,2026-07-03T09:00:00+10:00
R000037,P00214,U00675,4,日常使用很流畅；屏幕素质好、拍照清晰、连接稳定方面体验较突出。,2,2025-09-11T09:00:00+10:00
R000038,P00310,U02031,4,续航表现符合预期；性能流畅、续航持久、办公效率高方面体验较突出。,40,2024-11-21T09:00:00+10:00
R000039,P00409,U01437,5,屏幕观感不错；续航持久、音质和降噪好、连接稳定方面体验较突出。,88,2026-07-30T09:00:00+10:00
R000040,P00552,U01094,5,连接稳定；屏幕素质好、游戏体验稳定、品质可靠方面体验较突出。,154,2026-04-12T09:00:00+10:00
R000041,P00194,U00871,3,功能够用，细节中规中矩；性能流畅、屏幕素质好、连接稳定方面体验较突出。,99,2025-03-27T09:00:00+10:00
R000042,P00523,U02381,4,做工扎实；屏幕素质好、连接稳定、办公效率高方面体验较突出。,172,2025-11-03T09:00:00+10:00
R000043,P00341,U01828,5,日常使用很流畅；音质和降噪好、屏幕素质好、续航持久方面体验较突出。,121,2025-10-03T09:00:00+10:00
R000044,P00074,U00581,4,性价比可以；续航持久、游戏体验稳定、轻便易携带方面体验较突出。,99,2026-07-11T09:00:00+10:00
R000045,P00553,U01480,4,连接稳定；连接稳定、办公效率高、品质可靠方面体验较突出。,32,2026-03-08T09:00:00+10:00
R000046,P00043,U01566,5,做工扎实；办公效率高、性能流畅、续航持久方面体验较突出。,18,2026-04-29T09:00:00+10:00
R000047,P00116,U01041,5,屏幕观感不错；屏幕素质好、续航持久、轻便易携带方面体验较突出。,77,2025-09-24T09:00:00+10:00
R000048,P00071,U00915,4,日常使用很流畅；性能流畅、游戏体验稳定、屏幕素质好方面体验较突出。,154,2026-03-04T09:00:00+10:00
R000049,P00200,U00716,4,屏幕观感不错；轻便易携带、拍照清晰、续航持久方面体验较突出。,82,2025-07-25T09:00:00+10:00
R000050,P00158,U00211,5,日常使用很流畅；性能流畅、连接稳定、续航持久方面体验较突出。,135,2026-01-08T09:00:00+10:00
R000051,P00275,U02442,5,续航表现符合预期；办公效率高、性能流畅、轻便易携带方面体验较突出。,156,2026-07-11T09:00:00+10:00
R000052,P00438,U02141,5,日常使用很流畅；轻便易携带、连接稳定、品质可靠方面体验较突出。,72,2024-10-10T09:00:00+10:00
R000053,P00570,U02256,5,做工扎实；游戏体验稳定、屏幕素质好、品质可靠方面体验较突出。,25,2025-10-26T09:00:00+10:00
R000054,P00225,U00363,4,屏幕观感不错；屏幕素质好、性能流畅、续航持久方面体验较突出。,126,2026-06-11T09:00:00+10:00
R000055,P00565,U01487,4,连接稳定；游戏体验稳定、屏幕素质好、连接稳定方面体验较突出。,178,2025-09-03T09:00:00+10:00
R000056,P00676,U00043,5,做工扎实；品质可靠、游戏体验稳定、连接稳定方面体验较突出。,116,2026-07-26T09:00:00+10:00
R000057,P00562,U00690,4,续航表现符合预期；品质可靠、连接稳定、办公效率高方面体验较突出。,119,2025-04-15T09:00:00+10:00
R000058,P00282,U01435,5,连接稳定；音质和降噪好、轻便易携带、性能流畅方面体验较突出。,39,2025-12-13T09:00:00+10:00
R000059,P00187,U01957,4,日常使用很流畅；续航持久、拍照清晰、屏幕素质好方面体验较突出。,30,2025-09-01T09:00:00+10:00
R000060,P00280,U00743,5,连接稳定；办公效率高、续航持久、音质和降噪好方面体验较突出。,80,2025-10-28T09:00:00+10:00
R000061,P00005,U01981,5,屏幕观感不错；屏幕素质好、续航持久、办公效率高方面体验较突出。,63,2025-12-12T09:00:00+10:00
R000062,P00413,U02191,5,性价比可以；品质可靠、音质和降噪好、连接稳定方面体验较突出。,13,2026-06-15T09:00:00+10:00
R000063,P00480,U02329,5,性价比可以；品质可靠、音质和降噪好、连接稳定方面体验较突出。,70,2025-10-10T09:00:00+10:00
R000064,P00459,U02210,5,日常使用很流畅；连接稳定、品质可靠、音质和降噪好方面体验较突出。,162,2026-05-01T09:00:00+10:00
R000065,P00333,U01978,3,整体满意，但仍有提升空间；续航持久、音质和降噪好、性能流畅方面体验较突出。,14,2025-05-26T09:00:00+10:00
R000066,P00561,U01704,3,整体满意，但仍有提升空间；屏幕素质好、办公效率高、连接稳定方面体验较突出。,100,2025-10-28T09:00:00+10:00
R000067,P00109,U00392,5,续航表现符合预期；办公效率高、游戏体验稳定、屏幕素质好方面体验较突出。,10,2025-08-12T09:00:00+10:00
R000068,P00194,U02424,5,性价比可以；性能流畅、屏幕素质好、连接稳定方面体验较突出。,180,2026-03-11T09:00:00+10:00
R000069,P00685,U00719,5,连接稳定；办公效率高、游戏体验稳定、品质可靠方面体验较突出。,76,2025-03-29T09:00:00+10:00
R000070,P00487,U00555,3,功能够用，细节中规中矩；品质可靠、办公效率高、游戏体验稳定方面体验较突出。,57,2025-06-26T09:00:00+10:00
R000071,P00664,U01353,4,连接稳定；办公效率高、连接稳定、游戏体验稳定方面体验较突出。,101,2025-05-17T09:00:00+10:00
R000072,P00202,U00743,5,性价比可以；续航持久、屏幕素质好、连接稳定方面体验较突出。,25,2026-08-15T09:00:00+10:00
R000073,P00319,U00256,4,连接稳定；音质和降噪好、续航持久、轻便易携带方面体验较突出。,15,2025-07-02T09:00:00+10:00
R000074,P00523,U00999,4,日常使用很流畅；屏幕素质好、连接稳定、办公效率高方面体验较突出。,54,2026-01-26T09:00:00+10:00
R000075,P00561,U01415,4,做工扎实；屏幕素质好、办公效率高、连接稳定方面体验较突出。,131,2026-06-23T09:00:00+10:00
R000076,P00364,U02416,4,连接稳定；轻便易携带、音质和降噪好、续航持久方面体验较突出。,75,2026-01-28T09:00:00+10:00
R000077,P00002,U01056,5,日常使用很流畅；轻便易携带、屏幕素质好、游戏体验稳定方面体验较突出。,100,2025-10-21T09:00:00+10:00
R000078,P00199,U02143,3,功能够用，细节中规中矩；拍照清晰、续航持久、屏幕素质好方面体验较突出。,84,2025-11-15T09:00:00+10:00
R000079,P00075,U02285,4,日常使用很流畅；屏幕素质好、游戏体验稳定、性能流畅方面体验较突出。,31,2026-05-25T09:00:00+10:00
R000080,P00639,U01611,4,续航表现符合预期；连接稳定、办公效率高、轻便易携带方面体验较突出。,24,2026-06-04T09:00:00+10:00
R000081,P00615,U00419,3,适合特定场景，购买前建议对比；游戏体验稳定、连接稳定、办公效率高方面体验较突出。,58,2025-10-06T09:00:00+10:00
R000082,P00086,U01362,5,做工扎实；屏幕素质好、轻便易携带、游戏体验稳定方面体验较突出。,60,2025-04-25T09:00:00+10:00
R000083,P00677,U00203,5,日常使用很流畅；轻便易携带、连接稳定、办公效率高方面体验较突出。,52,2026-04-26T09:00:00+10:00
R000084,P00386,U01671,4,屏幕观感不错；续航持久、轻便易携带、连接稳定方面体验较突出。,82,2024-09-24T09:00:00+10:00
R000085,P00565,U00524,5,续航表现符合预期；游戏体验稳定、屏幕素质好、连接稳定方面体验较突出。,177,2025-08-23T09:00:00+10:00
R000086,P00422,U01827,4,日常使用很流畅；品质可靠、音质和降噪好、轻便易携带方面体验较突出。,57,2026-08-01T09:00:00+10:00
R000087,P00171,U01646,4,连接稳定；性能流畅、屏幕素质好、轻便易携带方面体验较突出。,118,2024-12-22T09:00:00+10:00
R000088,P00273,U00077,5,连接稳定；音质和降噪好、续航持久、轻便易携带方面体验较突出。,64,2025-06-02T09:00:00+10:00
R000089,P00305,U02342,4,连接稳定；轻便易携带、办公效率高、屏幕素质好方面体验较突出。,95,2026-05-14T09:00:00+10:00
R000090,P00219,U01891,4,性价比可以；连接稳定、续航持久、拍照清晰方面体验较突出。,169,2026-08-09T09:00:00+10:00
R000091,P00397,U01240,4,连接稳定；连接稳定、品质可靠、续航持久方面体验较突出。,112,2026-05-15T09:00:00+10:00
R000092,P00511,U01470,3,功能够用，细节中规中矩；屏幕素质好、品质可靠、游戏体验稳定方面体验较突出。,56,2026-02-04T09:00:00+10:00
R000093,P00145,U02329,5,做工扎实；屏幕素质好、连接稳定、拍照清晰方面体验较突出。,163,2026-04-26T09:00:00+10:00
R000094,P00667,U00649,4,日常使用很流畅；品质可靠、办公效率高、游戏体验稳定方面体验较突出。,152,2025-12-03T09:00:00+10:00
R000095,P00438,U01675,4,日常使用很流畅；轻便易携带、连接稳定、品质可靠方面体验较突出。,0,2025-03-23T09:00:00+10:00
R000096,P00644,U00727,4,日常使用很流畅；连接稳定、办公效率高、品质可靠方面体验较突出。,98,2025-12-05T09:00:00+10:00
R000097,P00567,U02357,5,屏幕观感不错；屏幕素质好、游戏体验稳定、办公效率高方面体验较突出。,171,2025-02-11T09:00:00+10:00
R000098,P00045,U00189,5,连接稳定；续航持久、办公效率高、性能流畅方面体验较突出。,180,2025-03-17T09:00:00+10:00
R000099,P00190,U00390,4,屏幕观感不错；连接稳定、屏幕素质好、拍照清晰方面体验较突出。,31,2025-06-19T09:00:00+10:00
R000100,P00311,U02098,4,做工扎实；轻便易携带、性能流畅、屏幕素质好方面体验较突出。,73,2025-10-14T09:00:00+10:00
R000101,P00392,U01457,5,性价比可以；续航持久、连接稳定、音质和降噪好方面体验较突出。,95,2025-11-14T09:00:00+10:00
R000102,P00005,U01157,5,连接稳定；屏幕素质好、续航持久、办公效率高方面体验较突出。,92,2026-05-18T09:00:00+10:00
R000103,P00130,U01627,5,性价比可以；屏幕素质好、拍照清晰、性能流畅方面体验较突出。,2,2024-12-22T09:00:00+10:00
R000104,P00365,U01598,5,连接稳定；音质和降噪好、轻便易携带、品质可靠方面体验较突出。,76,2024-12-30T09:00:00+10:00
R000105,P00143,U01528,4,日常使用很流畅；拍照清晰、屏幕素质好、续航持久方面体验较突出。,128,2025-10-15T09:00:00+10:00
R000106,P00114,U00768,5,连接稳定；续航持久、游戏体验稳定、办公效率高方面体验较突出。,33,2026-02-21T09:00:00+10:00
R000107,P00717,U01268,4,续航表现符合预期；连接稳定、游戏体验稳定、办公效率高方面体验较突出。,66,2025-11-28T09:00:00+10:00
R000108,P00535,U00496,5,续航表现符合预期；办公效率高、品质可靠、游戏体验稳定方面体验较突出。,50,2025-07-06T09:00:00+10:00
R000109,P00591,U00756,5,做工扎实；游戏体验稳定、连接稳定、品质可靠方面体验较突出。,109,2024-11-16T09:00:00+10:00
R000110,P00208,U01648,5,连接稳定；连接稳定、轻便易携带、续航持久方面体验较突出。,78,2025-06-23T09:00:00+10:00
R000111,P00187,U01580,3,优点明显，也存在取舍；续航持久、拍照清晰、屏幕素质好方面体验较突出。,152,2026-02-22T09:00:00+10:00
R000112,P00532,U00585,4,屏幕观感不错；办公效率高、游戏体验稳定、屏幕素质好方面体验较突出。,121,2025-08-20T09:00:00+10:00
R000113,P00546,U01075,5,做工扎实；办公效率高、游戏体验稳定、屏幕素质好方面体验较突出。,165,2025-05-04T09:00:00+10:00
R000114,P00245,U01953,4,屏幕观感不错；续航持久、办公效率高、音质和降噪好方面体验较突出。,177,2025-12-20T09:00:00+10:00
R000115,P00455,U01183,5,续航表现符合预期；品质可靠、续航持久、轻便易携带方面体验较突出。,116,2025-03-20T09:00:00+10:00
R000116,P00629,U01042,5,做工扎实；游戏体验稳定、轻便易携带、办公效率高方面体验较突出。,99,2025-08-06T09:00:00+10:00
R000117,P00246,U01859,4,续航表现符合预期；办公效率高、音质和降噪好、续航持久方面体验较突出。,134,2025-10-27T09:00:00+10:00
R000118,P00037,U00657,5,做工扎实；性能流畅、续航持久、轻便易携带方面体验较突出。,66,2025-11-09T09:00:00+10:00
R000119,P00436,U02356,4,屏幕观感不错；续航持久、音质和降噪好、连接稳定方面体验较突出。,122,2025-01-29T09:00:00+10:00
R000120,P00287,U00065,4,续航表现符合预期；轻便易携带、办公效率高、屏幕素质好方面体验较突出。,77,2025-05-06T09:00:00+10:00
R000121,P00319,U00545,5,日常使用很流畅；音质和降噪好、续航持久、轻便易携带方面体验较突出。,97,2026-04-06T09:00:00+10:00
R000122,P00483,U01168,5,日常使用很流畅；游戏体验稳定、屏幕素质好、办公效率高方面体验较突出。,90,2025-07-18T09:00:00+10:00
R000123,P00514,U01126,4,屏幕观感不错；游戏体验稳定、品质可靠、屏幕素质好方面体验较突出。,74,2025-12-04T09:00:00+10:00
R000124,P00553,U01715,3,适合特定场景，购买前建议对比；连接稳定、办公效率高、品质可靠方面体验较突出。,130,2025-10-16T09:00:00+10:00
R000125,P00045,U00562,4,屏幕观感不错；续航持久、办公效率高、性能流畅方面体验较突出。,33,2025-10-09T09:00:00+10:00
R000126,P00322,U01886,4,续航表现符合预期；性能流畅、续航持久、音质和降噪好方面体验较突出。,116,2026-04-06T09:00:00+10:00
R000127,P00013,U02446,5,连接稳定；续航持久、性能流畅、轻便易携带方面体验较突出。,20,2025-01-02T09:00:00+10:00
R000128,P00115,U00675,5,日常使用很流畅；游戏体验稳定、屏幕素质好、续航持久方面体验较突出。,45,2026-06-13T09:00:00+10:00
R000129,P00437,U00784,5,续航表现符合预期；品质可靠、轻便易携带、连接稳定方面体验较突出。,5,2026-05-24T09:00:00+10:00
R000130,P00144,U00065,4,性价比可以；轻便易携带、续航持久、拍照清晰方面体验较突出。,151,2026-06-03T09:00:00+10:00
R000131,P00122,U02147,3,适合特定场景，购买前建议对比；性能流畅、拍照清晰、连接稳定方面体验较突出。,164,2025-02-21T09:00:00+10:00
R000132,P00431,U01454,4,屏幕观感不错；轻便易携带、连接稳定、音质和降噪好方面体验较突出。,173,2025-08-25T09:00:00+10:00
R000133,P00638,U00120,5,日常使用很流畅；游戏体验稳定、连接稳定、轻便易携带方面体验较突出。,52,2026-01-25T09:00:00+10:00
R000134,P00280,U02337,3,功能够用，细节中规中矩；办公效率高、续航持久、音质和降噪好方面体验较突出。,147,2024-12-24T09:00:00+10:00
R000135,P00583,U01104,5,屏幕观感不错；办公效率高、屏幕素质好、品质可靠方面体验较突出。,80,2026-02-05T09:00:00+10:00
R000136,P00476,U02358,5,日常使用很流畅；轻便易携带、品质可靠、连接稳定方面体验较突出。,78,2025-07-02T09:00:00+10:00
R000137,P00585,U01209,3,整体满意，但仍有提升空间；品质可靠、办公效率高、屏幕素质好方面体验较突出。,8,2025-03-15T09:00:00+10:00
R000138,P00097,U00755,5,连接稳定；续航持久、性能流畅、办公效率高方面体验较突出。,179,2025-01-17T09:00:00+10:00
R000139,P00459,U02292,3,整体满意，但仍有提升空间；连接稳定、品质可靠、音质和降噪好方面体验较突出。,136,2026-07-28T09:00:00+10:00
R000140,P00447,U00073,4,屏幕观感不错；连接稳定、品质可靠、音质和降噪好方面体验较突出。,118,2025-10-11T09:00:00+10:00
R000141,P00521,U02149,4,屏幕观感不错；屏幕素质好、连接稳定、游戏体验稳定方面体验较突出。,175,2025-12-19T09:00:00+10:00
R000142,P00706,U02159,5,连接稳定；游戏体验稳定、连接稳定、轻便易携带方面体验较突出。,171,2025-12-22T09:00:00+10:00
R000143,P00277,U02291,5,连接稳定；轻便易携带、屏幕素质好、续航持久方面体验较突出。,96,2025-05-12T09:00:00+10:00
R000144,P00440,U02453,5,性价比可以；品质可靠、连接稳定、轻便易携带方面体验较突出。,99,2026-03-02T09:00:00+10:00
R000145,P00370,U01986,5,做工扎实；续航持久、轻便易携带、品质可靠方面体验较突出。,154,2026-08-18T09:00:00+10:00
R000146,P00504,U00764,4,做工扎实；连接稳定、屏幕素质好、品质可靠方面体验较突出。,29,2025-11-14T09:00:00+10:00
R000147,P00521,U01033,5,屏幕观感不错；屏幕素质好、连接稳定、游戏体验稳定方面体验较突出。,62,2026-05-27T09:00:00+10:00
R000148,P00027,U00341,4,屏幕观感不错；续航持久、性能流畅、游戏体验稳定方面体验较突出。,66,2024-11-09T09:00:00+10:00
R000149,P00208,U00792,3,适合特定场景，购买前建议对比；连接稳定、轻便易携带、续航持久方面体验较突出。,153,2024-12-26T09:00:00+10:00
R000150,P00008,U00883,3,适合特定场景，购买前建议对比；轻便易携带、续航持久、办公效率高方面体验较突出。,25,2024-11-20T09:00:00+10:00
R000151,P00292,U01221,5,连接稳定；性能流畅、屏幕素质好、办公效率高方面体验较突出。,27,2025-04-06T09:00:00+10:00
R000152,P00486,U01348,4,连接稳定；连接稳定、屏幕素质好、品质可靠方面体验较突出。,9,2025-11-19T09:00:00+10:00
R000153,P00388,U00502,5,续航表现符合预期；音质和降噪好、连接稳定、轻便易携带方面体验较突出。,16,2026-07-04T09:00:00+10:00
R000154,P00700,U01497,4,续航表现符合预期；轻便易携带、连接稳定、办公效率高方面体验较突出。,105,2025-09-17T09:00:00+10:00
R000155,P00316,U01285,5,屏幕观感不错；音质和降噪好、轻便易携带、性能流畅方面体验较突出。,125,2026-01-18T09:00:00+10:00
R000156,P00229,U00162,4,性价比可以；性能流畅、屏幕素质好、轻便易携带方面体验较突出。,120,2025-08-06T09:00:00+10:00
R000157,P00055,U00090,5,屏幕观感不错；屏幕素质好、续航持久、轻便易携带方面体验较突出。,62,2024-12-21T09:00:00+10:00
R000158,P00615,U00207,4,续航表现符合预期；游戏体验稳定、连接稳定、办公效率高方面体验较突出。,136,2025-03-18T09:00:00+10:00
R000159,P00624,U01977,3,优点明显，也存在取舍；连接稳定、轻便易携带、游戏体验稳定方面体验较突出。,111,2025-01-19T09:00:00+10:00
R000160,P00221,U01578,5,续航表现符合预期；性能流畅、续航持久、拍照清晰方面体验较突出。,171,2025-08-12T09:00:00+10:00
R000161,P00297,U00707,5,性价比可以；办公效率高、续航持久、轻便易携带方面体验较突出。,172,2025-10-28T09:00:00+10:00
R000162,P00480,U00493,4,续航表现符合预期；品质可靠、音质和降噪好、连接稳定方面体验较突出。,103,2025-12-28T09:00:00+10:00
R000163,P00391,U00768,5,日常使用很流畅；连接稳定、续航持久、品质可靠方面体验较突出。,28,2025-09-12T09:00:00+10:00
R000164,P00270,U00508,4,连接稳定；性能流畅、续航持久、屏幕素质好方面体验较突出。,60,2026-06-10T09:00:00+10:00
R000165,P00661,U00637,4,屏幕观感不错；连接稳定、轻便易携带、办公效率高方面体验较突出。,3,2025-05-30T09:00:00+10:00
R000166,P00673,U00248,3,功能够用，细节中规中矩；办公效率高、轻便易携带、游戏体验稳定方面体验较突出。,172,2025-03-04T09:00:00+10:00
R000167,P00454,U00877,3,功能够用，细节中规中矩；音质和降噪好、续航持久、连接稳定方面体验较突出。,151,2026-06-25T09:00:00+10:00
R000168,P00527,U01450,5,连接稳定；办公效率高、连接稳定、游戏体验稳定方面体验较突出。,88,2025-12-28T09:00:00+10:00
R000169,P00388,U01031,4,续航表现符合预期；音质和降噪好、连接稳定、轻便易携带方面体验较突出。,107,2025-10-21T09:00:00+10:00
R000170,P00297,U02334,4,做工扎实；办公效率高、续航持久、轻便易携带方面体验较突出。,171,2026-04-07T09:00:00+10:00
R000171,P00185,U01504,4,做工扎实；性能流畅、轻便易携带、续航持久方面体验较突出。,118,2026-05-16T09:00:00+10:00
R000172,P00094,U01947,4,连接稳定；办公效率高、游戏体验稳定、续航持久方面体验较突出。,32,2026-08-10T09:00:00+10:00
R000173,P00181,U00969,4,连接稳定；屏幕素质好、性能流畅、轻便易携带方面体验较突出。,53,2025-10-25T09:00:00+10:00
R000174,P00528,U01101,5,连接稳定；品质可靠、办公效率高、屏幕素质好方面体验较突出。,63,2026-08-24T09:00:00+10:00
R000175,P00163,U01497,5,做工扎实；拍照清晰、屏幕素质好、连接稳定方面体验较突出。,127,2026-03-21T09:00:00+10:00
R000176,P00357,U01354,4,屏幕观感不错；办公效率高、屏幕素质好、续航持久方面体验较突出。,0,2025-02-03T09:00:00+10:00
R000177,P00623,U00222,5,连接稳定；轻便易携带、连接稳定、游戏体验稳定方面体验较突出。,2,2024-12-24T09:00:00+10:00
R000178,P00325,U01924,3,功能够用，细节中规中矩；音质和降噪好、轻便易携带、屏幕素质好方面体验较突出。,137,2025-11-20T09:00:00+10:00
R000179,P00368,U01975,3,优点明显，也存在取舍；连接稳定、续航持久、品质可靠方面体验较突出。,22,2025-08-15T09:00:00+10:00
R000180,P00624,U00626,3,整体满意，但仍有提升空间；连接稳定、轻便易携带、游戏体验稳定方面体验较突出。,62,2025-08-22T09:00:00+10:00
R000181,P00029,U00215,3,适合特定场景，购买前建议对比；续航持久、屏幕素质好、办公效率高方面体验较突出。,168,2025-10-10T09:00:00+10:00
R000182,P00354,U00156,5,日常使用很流畅；轻便易携带、屏幕素质好、续航持久方面体验较突出。,122,2026-02-18T09:00:00+10:00
R000183,P00560,U02348,5,做工扎实；连接稳定、游戏体验稳定、屏幕素质好方面体验较突出。,100,2026-07-14T09:00:00+10:00
R000184,P00203,U00402,5,续航表现符合预期；连接稳定、屏幕素质好、性能流畅方面体验较突出。,130,2025-03-31T09:00:00+10:00
R000185,P00023,U01703,4,性价比可以；屏幕素质好、办公效率高、性能流畅方面体验较突出。,93,2025-12-14T09:00:00+10:00
R000186,P00482,U02160,5,屏幕观感不错；连接稳定、游戏体验稳定、屏幕素质好方面体验较突出。,163,2025-03-16T09:00:00+10:00
R000187,P00014,U00079,5,屏幕观感不错；续航持久、办公效率高、游戏体验稳定方面体验较突出。,47,2025-03-27T09:00:00+10:00
R000188,P00698,U00322,4,性价比可以；办公效率高、连接稳定、游戏体验稳定方面体验较突出。,28,2025-08-27T09:00:00+10:00
R000189,P00396,U02306,5,续航表现符合预期；续航持久、音质和降噪好、轻便易携带方面体验较突出。,19,2026-06-24T09:00:00+10:00
R000190,P00207,U00946,5,续航表现符合预期；轻便易携带、屏幕素质好、续航持久方面体验较突出。,39,2026-02-23T09:00:00+10:00
R000191,P00338,U02427,5,屏幕观感不错；屏幕素质好、性能流畅、音质和降噪好方面体验较突出。,112,2025-06-25T09:00:00+10:00
R000192,P00495,U01322,4,日常使用很流畅；办公效率高、品质可靠、连接稳定方面体验较突出。,155,2024-10-22T09:00:00+10:00
R000193,P00297,U00550,5,做工扎实；办公效率高、续航持久、轻便易携带方面体验较突出。,33,2026-03-07T09:00:00+10:00
R000194,P00193,U00384,5,性价比可以；连接稳定、续航持久、轻便易携带方面体验较突出。,44,2025-09-29T09:00:00+10:00
R000195,P00490,U01420,3,优点明显，也存在取舍；游戏体验稳定、办公效率高、屏幕素质好方面体验较突出。,161,2025-06-10T09:00:00+10:00
R000196,P00080,U01269,5,连接稳定；游戏体验稳定、性能流畅、续航持久方面体验较突出。,123,2025-08-24T09:00:00+10:00
R000197,P00465,U01352,3,整体满意，但仍有提升空间；音质和降噪好、轻便易携带、连接稳定方面体验较突出。,138,2025-08-21T09:00:00+10:00
R000198,P00167,U00708,5,续航表现符合预期；连接稳定、性能流畅、屏幕素质好方面体验较突出。,166,2026-06-06T09:00:00+10:00
R000199,P00696,U00275,4,性价比可以；品质可靠、轻便易携带、游戏体验稳定方面体验较突出。,31,2026-02-26T09:00:00+10:00
R000200,P00549,U00778,4,性价比可以；屏幕素质好、连接稳定、游戏体验稳定方面体验较突出。,16,2025-03-18T09:00:00+10:00
